1.764052345967664026e+00,2.094098235442985789e+00,2.135284490158801951e+00,2.289882362028072826e+00,-2.021170271356623471e-01,9.023453430362893712e+00,1.023567659183700584e+01,1.739766458265356519e+01
4.001572083672232938e-01,3.996772289330798866e-01,7.049410994210318915e-01,1.843468782597454281e+00,-8.332310006734793273e-01,8.240626287143143713e+00,9.241803215886347900e+00,1.916651051873361666e+01
9.787379841057392005e-01,1.796853881786542484e+00,1.482862585764289420e+00,4.674400997818088932e+00,1.733600247441001496e+00,1.881198776532134787e+01,2.322858092329785507e+01,4.127844089358725910e+01
2.240893199201457797e+00,2.669106907211489244e+00,2.376192803058296388e+00,4.231714692237323661e+00,1.906490040772091388e-01,1.652113116503394963e+01,2.146492136135491080e+01,3.814428608089584571e+01
1.867557990149967484e+00,-6.363893315208493107e-01,2.521316769917089751e+00,1.066105442510466794e+00,-1.778103936485961878e-01,1.969117720626949453e+00,3.581015162914948036e+00,5.281657679932865612e+00
-9.772778798764110153e-01,-8.567967473154949332e-01,-1.077459193026255146e+00,-2.037053736357012035e+00,-1.085025119015919026e+00,-1.009631502532260861e+01,-1.087314993473138180e+01,-2.040465156946839898e+01
9.500884175255893682e-01,1.757981274409754491e+00,8.679704487517536649e-02,3.084123552303618787e+00,9.722623328412470789e-01,1.370522807084983086e+01,1.542546452062905260e+01,2.895306025646393167e+01
-1.513572082976978872e-01,4.507637699804168396e-01,-9.252276729208055439e-01,-1.101865013937886606e-01,1.431471684044992809e+00,3.639555853227367521e-01,5.790037917797556943e-01,3.289775679267632480e-01
-1.032188517935578448e-01,-9.684088520252031040e-01,-9.935469842674481411e-01,-3.128593261376904522e+00,-2.450730432591931018e-01,-1.476625299119144508e+01,-1.758450011852086092e+01,-3.225014746844668423e+01
4.105985019383723289e-01,2.572781511301382995e-01,4.409974785653333895e-01,1.944475545893493695e-01,-6.232538101120373986e-01,-1.578841436865452863e+00,-2.068750481650170059e+00,-4.662443992016417127e+00
1.440435711608779867e-01,-9.644698779740193406e-02,-1.435586371600785505e+00,-1.420622972224737213e+00,-3.959988660056374399e-01,-5.729526488486720304e+00,-8.014320924932235357e+00,-1.381241548270767616e+01
1.454273506962975082e+00,1.393510160697906564e+00,-4.264898178665863515e-01,-5.676825164825938241e-01,-1.358522402281749919e+00,-4.012246257565936780e+00,-5.931512921207182210e+00,-8.969691263435326078e+00
7.610377251469934157e-01,1.293903848854043748e+00,1.232630042393423775e+00,1.942402547665132317e+00,1.322602527666968841e+00,1.112494527904192942e+01,1.169636914448958009e+01,2.181168115342422809e+01
1.216750164928284139e-01,8.860759605602939182e-01,8.224390554354360505e-01,9.067597005205400018e-01,3.443938434218529309e-03,5.618068899241952074e+00,7.369050842691905245e+00,1.169421945871075685e+01
